VendorID,total_revenue,avg_revenue,avg_distance,revenue_per_mile,avg_tip
1,12528.38,25.831711340206184,7.749072164948454,9.90101713271574,5.433130258383128
2,7793.78,53.38205479452055,5.316986301369862,189.12723902792885,8.377848968456306
6,3326.68,25.9896875,6.80234375,6.39576115422923,0.0
