VendorID,total_revenue,avg_revenue,num_trips,avg_tip_pct,long_trip_pct
1,13088.35,25.91752475247525,505,5.215805048047803,28.910891089108908
2,10398.68,39.09278195488722,266,5.549628370843775,55.26315789473685
6,3326.68,25.9896875,128,0.0,27.34375
