distance_segment,avg_revenue,avg_duration,avg_tip,revenue_per_mile,num_trips
Long,32.45121693121693,4.528835978835979,2.6334469403935112,2.040203621740479,189
Medium,31.268629032258065,0.5348118279569892,4.409610291931499,4.497041084292314,124
Short,24.326720430107525,0.43270609318996417,6.53602651838181,8.23516567252067,186
Very Short,35.05184615384615,0.2046794871794872,6.311401752584111,118.3009816966771,260
